order_id,order_date,ship_date,ship_mode,customer_id,location_id,shipping_cost,order_priority
CA-2014-101049,2014-06-22,2014-06-26,Second Class,AS-10240,453,3.75,Medium
CA-2014-101077,2014-03-26,2014-03-31,Second Class,DB-13660,840,0.93,Medium
CA-2014-101182,2014-05-09,2014-06-09,First Class,KB-16405,997,7.52,Medium
CA-2014-101210,2014-08-26,2014-08-29,Second Class,DW-13540,1516,1.53,High
CA-2014-101245,2014-11-28,2014-04-12,Standard Class,LW-16990,719,24.37,Medium
CA-2014-101273,2014-08-28,2014-08-31,Second Class,ST-20530,2867,2.35,High
CA-2014-101308,2014-03-10,2014-08-10,Standard Class,FG-14260,98,7.8500000000000005,High
CA-2014-101322,2014-12-29,2015-01-01,First Class,JG-15310,128,40.69,Medium
CA-2014-101434,2014-06-21,2014-06-28,Standard Class,TR-21325,1383,17.43,Medium
CA-2014-101483,2014-07-30,2014-02-08,Second Class,AG-10675,871,9.81,High
CA-2014-101574,2014-09-29,2014-05-10,Standard Class,BD-11725,189,0.36,Medium
CA-2014-101581,2014-10-23,2014-10-28,Standard Class,DW-13195,1727,8.14,Medium
CA-2014-101637,2014-03-25,2014-03-26,Same Day,AC-10615,1575,0.25,Medium
CA-2014-101665,2014-11-26,2014-02-12,Standard Class,TZ-21580,174,0.47,Medium
CA-2014-101700,2014-04-24,2014-04-27,First Class,SO-20335,3762,2.5300000000000002,Medium
CA-2014-101728,2014-08-20,2014-08-24,Standard Class,SC-20575,575,0.35,High
CA-2014-101749,2014-04-10,2014-09-10,Standard Class,AS-10045,1589,12.65,Medium
CA-2014-101798,2014-12-12,2014-12-16,Standard Class,MV-18190,37,8.98,High
CA-2014-101805,2014-02-12,2014-07-12,Standard Class,SH-19975,98,94.47999999999999,High
CA-2014-101945,2014-11-25,2014-11-29,Standard Class,GT-14710,726,0.88,Medium
CA-2014-101959,2014-01-03,2014-07-03,Standard Class,DB-13660,1833,1.41,Medium
CA-2014-102099,2014-12-19,2014-12-20,First Class,EP-13915,29,3.08,Medium
CA-2014-102155,2014-07-14,2014-07-18,Standard Class,RR-19525,1970,61.3,High
CA-2014-102197,2014-12-21,2014-12-27,Standard Class,DK-13150,37,26.22,Medium
CA-2014-102204,2014-02-05,2014-07-05,Standard Class,CJ-12010,473,295.69,Medium
CA-2014-102218,2014-03-09,2014-05-09,Second Class,LW-17215,1329,0.43,Medium
CA-2014-102267,2014-01-12,2014-05-12,Standard Class,SC-20800,2526,0.28,Medium
CA-2014-102309,2014-09-24,2014-09-26,Second Class,DO-13645,2346,43.99,Critical
CA-2014-102337,2014-06-14,2014-06-17,First Class,SD-20485,575,91.66,High
CA-2014-102379,2014-03-12,2014-07-12,Standard Class,BB-11545,585,244.54,High
CA-2014-102407,2014-10-12,2014-12-14,Second Class,AT-10435,414,47.06,Medium
CA-2014-102414,2014-05-16,2014-05-19,Second Class,JA-15970,755,4.86,Medium
CA-2014-102519,2014-11-28,2014-11-30,First Class,BM-11650,614,41.809999999999995,High
CA-2014-102554,2014-12-06,2014-06-16,Standard Class,KN-16705,1657,0.45,High
CA-2014-102610,2014-05-11,2014-09-11,Standard Class,CA-12265,2707,15.040000000000001,Medium
CA-2014-102659,2014-10-12,2014-12-16,Standard Class,LW-17215,2965,1.95,Medium
CA-2014-102729,2014-10-27,2014-01-11,Standard Class,BF-11215,1177,1.16,Medium
CA-2014-102736,2014-06-09,2014-10-09,Standard Class,LP-17095,1334,27.330000000000002,High
CA-2014-102750,2014-05-09,2014-09-09,Second Class,GM-14695,906,153.52,Medium
CA-2014-102771,2014-01-04,2014-06-04,Standard Class,DO-13435,131,7.26,Medium
CA-2014-102820,2014-08-05,2014-12-05,Standard Class,CS-11950,1589,37.54,High
CA-2014-102834,2014-10-03,2014-03-14,Standard Class,LW-16990,226,22.67,High
CA-2014-102925,2014-06-11,2014-11-11,Second Class,CD-12280,1,59.11,Medium
CA-2014-102946,2014-01-07,2014-06-07,Standard Class,VP-21730,1049,6.18,Medium
CA-2014-102967,2014-09-23,2014-09-27,Standard Class,MG-17890,1386,6.11,Medium
CA-2014-102974,2014-09-20,2014-09-25,Standard Class,DP-13105,189,12.049999999999999,Medium
CA-2014-103009,2014-04-11,2014-06-11,Second Class,PJ-18835,774,4.62,Critical
CA-2014-103065,2014-10-21,2014-10-21,Same Day,PT-19090,473,16.25,Critical
CA-2014-103156,2014-11-24,2014-11-25,First Class,TD-20995,114,6.62,High
CA-2014-103212,2014-10-14,2014-10-15,First Class,MH-18025,369,242.24,Medium
CA-2014-103352,2014-11-28,2014-01-12,Second Class,RP-19390,407,16.48,Medium
CA-2014-103380,2014-11-22,2014-11-26,Standard Class,BF-11005,1589,60.6,Medium
CA-2014-103415,2014-04-12,2014-09-12,Standard Class,MV-17485,770,0.82,Medium
CA-2014-103443,2014-12-18,2014-12-24,Standard Class,AT-10735,37,17.05,Medium
CA-2014-103478,2014-07-22,2014-07-25,Second Class,KL-16555,725,5.53,Critical
CA-2014-103499,2014-11-21,2014-11-25,Standard Class,ES-14020,1516,31.81,High
CA-2014-103506,2014-07-24,2014-07-28,Standard Class,LR-17035,172,3.6,High
CA-2014-103520,2014-09-24,2014-09-26,First Class,MH-17785,2325,2.0,Critical
CA-2014-103611,2014-09-13,2014-09-16,First Class,JM-15535,906,1.51,Medium
CA-2014-103765,2014-11-25,2014-01-12,Standard Class,JG-15310,3113,0.72,Medium
CA-2014-103877,2014-08-09,2014-09-15,Standard Class,RD-19660,1435,95.11,Medium
CA-2014-103968,2014-02-12,2014-08-12,Standard Class,ML-17755,2243,44.56,Medium
CA-2014-104003,2014-08-10,2014-10-14,Standard Class,DC-13285,226,15.9,Medium
CA-2014-104010,2014-04-24,2014-04-26,First Class,TD-20995,407,13.71,High
CA-2014-104024,2014-08-30,2014-04-09,Second Class,MD-17860,79,0.64,Medium
CA-2014-104066,2014-06-12,2014-11-12,Standard Class,QJ-19255,596,9.36,Medium
CA-2014-104080,2014-09-03,2014-03-16,Standard Class,AH-10210,554,13.17,Medium
CA-2014-104108,2014-03-12,2014-10-12,Standard Class,RP-19855,425,1.29,Low
CA-2014-104136,2014-02-11,2014-05-11,Second Class,SF-20065,115,27.720000000000002,High
CA-2014-104220,2014-01-31,2014-06-02,Standard Class,BV-11245,1265,33.05,Low
CA-2014-104318,2014-05-14,2014-05-19,Standard Class,FH-14275,2355,2.38,Medium
CA-2014-104381,2014-12-17,2014-12-24,Standard Class,RD-19810,630,2.27,Medium
CA-2014-104388,2014-06-07,2014-08-07,First Class,DK-12835,856,15.03,Critical
CA-2014-104577,2014-05-13,2014-05-18,Standard Class,CK-12205,115,6.91,Medium
CA-2014-104619,2014-01-25,2014-01-30,Standard Class,KD-16495,1505,33.11,Medium
CA-2014-104640,2014-11-11,2014-11-17,Standard Class,FH-14275,1,148.76,Low
CA-2014-104647,2014-02-24,2014-02-03,Standard Class,CK-12595,29,3.82,Medium
CA-2014-104731,2014-07-22,2014-07-28,Standard Class,AM-10705,2708,55.06,Medium
CA-2014-104745,2014-05-30,2014-05-06,Standard Class,GT-14755,2952,8.8,Low
CA-2014-104801,2014-02-14,2014-02-20,Standard Class,FH-14350,98,50.14,Medium
CA-2014-104822,2014-10-21,2014-10-21,Same Day,RB-19465,1,11.35,Critical
CA-2014-104850,2014-06-14,2014-06-20,Standard Class,TW-21025,395,27.16,Medium
CA-2014-104864,2014-11-19,2014-11-24,Second Class,JS-15685,2607,32.6,Medium
CA-2014-104885,2014-03-03,2014-09-03,Standard Class,DB-13555,165,50.47,Medium
CA-2014-104906,2014-02-14,2014-02-18,Standard Class,JP-15460,37,1.51,Medium
CA-2014-104913,2014-11-19,2014-11-23,Standard Class,DK-13090,172,6.06,High
CA-2014-104927,2014-12-23,2014-12-27,Standard Class,AG-10330,425,6.37,Medium
CA-2014-105053,2014-08-07,2014-10-07,Second Class,CS-12355,172,3.09,High
CA-2014-105074,2014-06-25,2014-06-30,Standard Class,MB-17305,2193,1.69,Medium
CA-2014-105130,2014-11-22,2014-11-26,Standard Class,PJ-18835,174,3.31,High
CA-2014-105144,2014-05-11,2014-12-11,Standard Class,SZ-20035,2188,0.98,Medium
CA-2014-105193,2014-03-26,2014-01-04,Standard Class,JL-15835,1,1.2,Low
CA-2014-105214,2014-06-17,2014-06-20,First Class,TS-21610,174,251.95,Medium
CA-2014-105235,2014-06-12,2014-12-12,Standard Class,SM-20950,407,25.78,Medium
CA-2014-105326,2014-08-21,2014-08-28,Standard Class,KT-16480,906,1.27,Medium
CA-2014-105333,2014-01-12,2014-05-12,Standard Class,VP-21730,407,100.63,High
CA-2014-105410,2014-03-20,2014-03-23,First Class,ND-18370,226,47.67,High
CA-2014-105445,2014-02-21,2014-02-26,Second Class,BP-11095,1171,0.48,Medium
CA-2014-105480,2014-12-21,2014-12-27,Standard Class,DK-13225,630,0.63,Medium
CA-2014-105487,2014-09-10,2014-10-15,Standard Class,CS-12250,756,32.23,Medium
CA-2014-105543,2014-11-25,2014-11-25,Same Day,BG-11695,2838,8.4,Critical
CA-2014-105620,2014-12-26,2014-12-29,First Class,JH-15430,761,13.6,Medium
CA-2014-105669,2014-09-18,2014-09-23,Second Class,SJ-20125,136,167.31,High
CA-2014-105809,2014-02-21,2014-02-24,First Class,HW-14935,756,59.059999999999995,Medium
CA-2014-105823,2014-06-23,2014-06-27,Standard Class,RB-19465,193,52.93,High
CA-2014-105851,2014-03-14,2014-03-21,Standard Class,SE-20110,517,101.95,Low
CA-2014-105886,2014-12-19,2014-12-24,Standard Class,DB-13660,1314,0.84,Medium
CA-2014-105914,2014-03-10,2014-09-10,Standard Class,PV-18985,906,147.21,Low
CA-2014-105921,2014-08-15,2014-08-22,Standard Class,JM-15250,189,39.44,Low
CA-2014-105991,2014-06-05,2014-07-05,First Class,LH-17020,1171,12.24,High
CA-2014-106033,2014-10-16,2014-10-19,Second Class,FG-14260,226,5.47,High
CA-2014-106047,2014-07-13,2014-07-19,Standard Class,CS-11860,491,0.25,Medium
CA-2014-106068,2014-10-24,2014-10-29,Standard Class,RB-19330,1003,31.6,Medium
CA-2014-106103,2014-11-06,2014-06-16,Standard Class,SC-20305,3057,15.89,High
CA-2014-106180,2014-09-19,2014-09-24,Standard Class,SH-19975,174,17.52,Medium
CA-2014-106355,2014-03-04,2014-06-04,First Class,AT-10435,1208,1.43,Medium
CA-2014-106432,2014-10-20,2014-10-25,Standard Class,CA-12265,2420,37.510000000000005,High
CA-2014-106537,2014-08-13,2014-08-18,Standard Class,RH-19495,2232,2.64,High
CA-2014-106691,2014-07-11,2014-11-13,Standard Class,CC-12370,726,0.11,Medium
CA-2014-106747,2014-04-07,2014-05-07,First Class,TS-21505,1386,24.14,High
CA-2014-106782,2014-12-22,2014-12-28,Standard Class,LP-17095,254,14.98,Medium
CA-2014-106824,2014-08-07,2014-12-07,Standard Class,AT-10735,163,0.39,Medium
CA-2014-106831,2014-02-06,2014-04-06,First Class,FH-14350,1330,20.61,Critical
CA-2014-106852,2014-06-21,2014-06-28,Standard Class,ST-20530,1306,5.21,Low
CA-2014-106859,2014-03-14,2014-03-19,Second Class,BF-11215,1826,70.11,Medium
CA-2014-106943,2014-11-15,2014-11-20,Standard Class,FO-14305,131,0.6,Medium
CA-2014-106964,2014-12-18,2014-12-21,First Class,HR-14770,105,0.31,Medium
CA-2014-107125,2014-11-28,2014-03-12,Standard Class,BD-11320,105,16.0,High
CA-2014-107132,2014-06-27,2014-01-07,Standard Class,SC-20260,37,45.99,High
CA-2014-107167,2014-11-06,2014-06-15,Standard Class,ND-18460,473,36.74,Medium
CA-2014-107174,2014-07-11,2014-11-14,Standard Class,AB-10060,98,584.14,Low
CA-2014-107209,2014-07-28,2014-02-08,Second Class,JW-15955,561,19.75,Medium
CA-2014-107244,2014-08-09,2014-12-09,Standard Class,AG-10390,414,1.42,Medium
CA-2014-107265,2014-07-04,2014-04-13,Standard Class,ML-17755,3111,0.79,Medium
CA-2014-107293,2014-06-09,2014-07-09,First Class,CS-12400,53,0.47,High
CA-2014-107314,2014-01-12,2014-04-12,First Class,MZ-17335,719,6.58,Critical
CA-2014-107321,2014-01-09,2014-05-09,Standard Class,AW-10930,226,27.169999999999998,Medium
CA-2014-107342,2014-12-18,2014-12-23,Standard Class,VF-21715,989,1.87,Medium
CA-2014-107461,2014-12-22,2014-12-27,Second Class,PK-19075,1117,1.68,Medium
CA-2014-107503,2014-02-01,2014-07-01,Standard Class,GA-14725,389,0.56,Medium
CA-2014-107517,2014-06-02,2014-10-02,Standard Class,FC-14335,1659,107.74,Medium
CA-2014-107552,2014-06-05,2014-06-05,Same Day,AI-10855,131,0.36,Medium
CA-2014-107629,2014-12-15,2014-12-15,Same Day,DB-13060,2291,80.44,High
CA-2014-107713,2014-03-14,2014-03-18,Standard Class,JB-16000,532,10.82,Medium
CA-2014-107720,2014-07-11,2014-11-14,Standard Class,VM-21685,2419,5.17,Low
CA-2014-107727,2014-10-20,2014-10-24,Second Class,MA-17560,425,3.5,Medium
CA-2014-107748,2014-11-12,2014-12-13,Second Class,AG-10330,2243,3.39,Medium
CA-2014-107797,2014-09-05,2014-12-05,Second Class,EB-13705,1560,4.35,Medium
CA-2014-107825,2014-11-19,2014-11-19,Same Day,NB-18655,614,33.47,High
CA-2014-107832,2014-11-24,2014-11-27,Second Class,FH-14275,114,0.39,High
CA-2014-107853,2014-05-27,2014-01-06,Standard Class,CD-11920,2260,0.98,Medium
CA-2014-107874,2014-11-22,2014-11-26,Standard Class,SW-20275,131,2.44,High
CA-2014-107909,2014-02-09,2014-07-09,Standard Class,SS-20875,3743,3.36,Medium
CA-2014-107958,2014-03-07,2014-06-07,First Class,AH-10120,136,18.119999999999997,Medium
CA-2014-107986,2014-12-14,2014-12-14,Same Day,MW-18220,395,1.41,High
CA-2014-108000,2014-01-13,2014-01-17,Standard Class,LS-16945,226,0.42,Medium
CA-2014-108035,2014-11-30,2014-04-12,Standard Class,TT-21070,2707,32.9,Medium
CA-2014-108070,2014-04-17,2014-04-21,Standard Class,JE-15745,1505,28.970000000000002,High
CA-2014-108091,2014-11-17,2014-11-22,Standard Class,EK-13795,3637,1.11,Medium
CA-2014-108112,2014-11-16,2014-11-21,Standard Class,DK-12895,2607,37.93,Medium
CA-2014-108287,2014-12-19,2014-12-21,First Class,AG-10330,152,2.35,Medium
CA-2014-108294,2014-11-12,2014-11-12,Same Day,LS-16975,316,5.06,High
CA-2014-108322,2014-01-05,2014-06-05,Standard Class,SS-20140,3235,2.62,Medium
CA-2014-108329,2014-10-12,2014-12-15,Standard Class,LE-16810,2312,41.85,Medium
CA-2014-108441,2014-06-13,2014-06-19,Standard Class,SB-20170,131,51.3,Medium
CA-2014-108539,2014-03-22,2014-03-24,Second Class,SC-20725,105,60.959999999999994,High
CA-2014-108553,2014-04-24,2014-04-30,Standard Class,SK-19990,1,23.34,Medium
CA-2014-108560,2014-09-07,2014-07-16,Standard Class,JC-15385,1916,80.94,Medium
CA-2014-108574,2014-08-10,2014-12-10,Standard Class,MG-18145,105,132.48,Medium
CA-2014-108749,2014-09-13,2014-09-16,First Class,DJ-13510,3080,21.66,High
CA-2014-108756,2014-12-26,2014-12-30,Standard Class,PO-18865,2656,0.81,Medium
CA-2014-108791,2014-07-28,2014-01-08,Standard Class,TM-21490,138,51.349999999999994,Medium
CA-2014-108854,2014-09-12,2014-12-15,Standard Class,DM-13345,719,20.01,Low
CA-2014-108910,2014-09-25,2014-09-30,Standard Class,KC-16540,241,7.33,Medium
CA-2014-108931,2014-09-15,2014-09-20,Standard Class,HZ-14950,1,1.9300000000000002,High
CA-2014-109085,2014-02-18,2014-02-21,First Class,CK-12325,484,302.02,High
CA-2014-109099,2014-07-10,2014-12-10,Standard Class,MM-18280,37,3.43,Medium
CA-2014-109183,2014-05-12,2014-10-12,Standard Class,LR-16915,1216,31.87,Medium
CA-2014-109211,2014-05-04,2014-11-04,Standard Class,PS-19045,407,0.89,Medium
CA-2014-109393,2014-01-07,2014-03-07,Second Class,JC-15775,189,52.12,High
CA-2014-109589,2014-12-22,2014-12-25,First Class,BD-11635,2933,19.15,Critical
CA-2014-109701,2014-03-12,2014-04-12,Same Day,AM-10360,189,15.82,High
CA-2014-109715,2014-10-12,2014-12-15,Standard Class,AH-10585,375,1.62,Medium
CA-2014-109750,2014-07-23,2014-07-29,Standard Class,FH-14365,37,2.61,Medium
CA-2014-109757,2014-05-09,2014-10-09,Second Class,MD-17350,2193,4.12,Medium
CA-2014-109778,2014-07-17,2014-07-22,Standard Class,VM-21685,2208,0.07,Medium
CA-2014-109946,2014-04-17,2014-04-22,Standard Class,PL-18925,22,0.59,Medium
CA-2014-109960,2014-10-12,2014-12-12,Second Class,DB-13210,306,15.94,Medium
CA-2014-110,2014-08-12,2014-10-12,Second Class,JS-5940,1434,3.05,High
CA-2014-110198,2014-02-05,2014-03-05,First Class,AG-10900,1677,77.91,High
CA-2014-110212,2014-02-05,2014-06-05,Standard Class,SJ-20125,2454,0.51,Medium
CA-2014-110310,2014-10-28,2014-03-11,Standard Class,NB-18655,56,3.1599999999999997,Medium
CA-2014-110373,2014-10-28,2014-10-31,Second Class,MA-17560,22,2.4400000000000004,Medium
CA-2014-110380,2014-03-09,2014-08-09,Standard Class,PF-19225,174,0.6,High
CA-2014-110429,2014-04-11,2014-09-11,Standard Class,DM-13015,624,0.35,Medium
CA-2014-110443,2014-11-22,2014-11-26,Standard Class,CK-12205,1518,119.75,High
CA-2014-110478,2014-05-03,2014-10-03,Standard Class,SP-20860,105,2.23,Medium
CA-2014-110625,2014-12-24,2014-12-31,Standard Class,JB-16045,3734,1.89,Low
CA-2014-110821,2014-08-08,2014-09-08,First Class,CK-12205,840,33.089999999999996,High
CA-2014-110842,2014-12-11,2014-11-17,Standard Class,GA-14725,906,5.36,Medium
CA-2014-110884,2014-08-03,2014-03-13,Standard Class,SH-20395,131,7.029999999999999,Medium
CA-2014-110905,2014-11-09,2014-09-16,Second Class,RW-19690,251,45.49,Medium
CA-2014-110926,2014-11-20,2014-11-24,Standard Class,DD-13570,11,1.27,Medium
CA-2014-110940,2014-07-24,2014-07-29,Standard Class,AZ-10750,2112,11.28,High
CA-2014-111178,2014-06-16,2014-06-23,Standard Class,TD-20995,3145,1.15,Low
CA-2014-111220,2014-03-09,2014-09-09,Standard Class,JS-15595,575,18.490000000000002,Medium
CA-2014-111262,2014-10-29,2014-02-11,Second Class,KH-16510,425,5.98,High
CA-2014-111269,2014-06-17,2014-06-19,Second Class,CS-12355,1330,26.63,Medium
CA-2014-111332,2014-05-21,2014-05-23,Second Class,NC-18340,889,176.76,High
CA-2014-111374,2014-02-25,2014-01-03,Standard Class,CB-12415,79,0.32,High
CA-2014-111388,2014-03-09,2014-03-09,Same Day,SU-20665,395,40.5,Medium
CA-2014-111556,2014-11-21,2014-11-23,First Class,CD-11920,131,501.31,Critical
CA-2014-111577,2014-10-17,2014-10-22,Standard Class,AJ-10780,1886,51.4,High
CA-2014-111591,2014-03-22,2014-03-26,Standard Class,PS-18970,98,28.91,Medium
CA-2014-111647,2014-04-07,2014-08-07,Standard Class,RD-19585,1827,9.6,Medium
CA-2014-111689,2014-01-12,2014-03-12,Second Class,HP-14815,1,138.34,Critical
CA-2014-111717,2014-11-10,2014-10-17,Standard Class,SW-20245,725,17.92,Medium
CA-2014-111738,2014-04-01,2014-08-01,Standard Class,CM-12385,226,216.42000000000002,Medium
CA-2014-111759,2014-09-07,2014-07-13,Standard Class,MR-17545,395,3.2,Medium
CA-2014-111808,2014-12-17,2014-12-21,Standard Class,AR-10510,778,0.63,High
CA-2014-111815,2014-04-03,2014-11-03,Standard Class,EP-13915,2069,13.29,Medium
CA-2014-112004,2014-09-26,2014-09-29,First Class,AH-10075,1511,10.09,Medium
CA-2014-112039,2014-03-26,2014-03-30,Standard Class,JC-15775,265,20.65,Medium
CA-2014-112172,2014-11-06,2014-06-15,Second Class,MM-18280,1,1.43,Medium
CA-2014-112333,2014-09-04,2014-04-15,Standard Class,KF-16285,1057,135.98,Medium
CA-2014-112431,2014-10-13,2014-10-15,Second Class,RW-19690,163,48.59,High
CA-2014-112473,2014-05-26,2014-02-06,Standard Class,JL-15505,726,1.65,Medium
CA-2014-112487,2014-12-27,2014-12-31,Standard Class,TC-21535,182,0.11,Medium
CA-2014-112515,2014-09-18,2014-09-22,Second Class,AS-10225,1636,105.79,Medium
CA-2014-112529,2014-11-20,2014-11-22,First Class,SC-20770,265,103.44999999999999,Medium
CA-2014-112536,2014-05-19,2014-05-24,Standard Class,SG-20890,1864,2.29,High
CA-2014-112725,2014-01-31,2014-07-02,Standard Class,EH-14125,226,17.22,Low
CA-2014-112753,2014-06-19,2014-06-24,Standard Class,CC-12670,189,131.85999999999999,High
CA-2014-112774,2014-12-09,2014-09-13,First Class,RC-19960,473,7.71,Medium
CA-2014-112809,2014-08-19,2014-08-23,Standard Class,RA-19915,1284,16.03,Medium
CA-2014-112844,2014-11-14,2014-11-17,Second Class,SP-20620,1073,30.979999999999997,High
CA-2014-112865,2014-05-19,2014-05-23,Standard Class,BH-11710,488,3.5,High
CA-2014-112900,2014-10-04,2014-04-13,Second Class,KL-16645,110,158.68,Critical
CA-2014-112956,2014-08-22,2014-08-28,Standard Class,TH-21550,532,24.67,Medium
CA-2014-112984,2014-09-17,2014-09-19,Second Class,EH-14185,624,2.91,High
CA-2014-113075,2014-03-09,2014-07-09,Standard Class,MC-18100,375,7.53,High
CA-2014-113208,2014-03-27,2014-03-04,Standard Class,ML-18040,1883,3.65,Medium
CA-2014-113278,2014-01-15,2014-01-21,Standard Class,HR-14770,1754,25.62,Medium
CA-2014-113355,2014-02-12,2014-06-12,Standard Class,SJ-20215,2188,76.14,High
CA-2014-113418,2014-02-10,2014-04-10,First Class,CM-12655,131,291.68,High
CA-2014-113453,2014-10-22,2014-10-29,Standard Class,CM-12160,624,26.75,Low
CA-2014-113460,2014-08-11,2014-10-11,Second Class,KN-16390,1501,38.37,Critical
CA-2014-113474,2014-03-31,2014-01-04,First Class,TM-21490,1162,83.2,High
CA-2014-113481,2014-03-01,2014-05-01,First Class,AS-10045,871,167.1,High
CA-2014-113530,2014-05-20,2014-05-22,Second Class,BC-11125,719,77.03,Medium
CA-2014-113558,2014-10-22,2014-10-27,Standard Class,PH-18790,788,107.59,High
CA-2014-113572,2014-08-11,2014-12-11,Standard Class,FP-14320,1,1.2,High
CA-2014-113670,2014-10-16,2014-10-18,First Class,RS-19765,105,230.75,Critical
CA-2014-113705,2014-03-28,2014-03-30,Second Class,LC-16870,61,98.64,High
CA-2014-113873,2014-11-14,2014-11-20,Standard Class,KE-16420,1284,13.450000000000001,Medium
CA-2014-113908,2014-04-06,2014-10-06,Standard Class,KN-16390,407,31.66,Medium
CA-2014-114055,2014-12-26,2014-12-30,Second Class,MH-18115,260,156.34,High
CA-2014-114216,2014-03-09,2014-07-09,Standard Class,RK-19300,488,1.38,High
CA-2014-114258,2014-06-11,2014-11-11,Second Class,EM-13825,840,39.6,Medium
CA-2014-114370,2014-03-15,2014-03-18,Second Class,BN-11470,375,5.21,Medium
CA-2014-114412,2014-04-16,2014-04-21,Standard Class,AA-10480,10,1.36,High
CA-2014-114440,2014-09-15,2014-09-18,Second Class,TB-21520,78,1.78,Medium
CA-2014-114524,2014-01-04,2014-06-04,Second Class,EG-13900,375,0.46,Medium
CA-2014-114552,2014-03-09,2014-09-09,Standard Class,Dl-13600,453,1.07,Medium
CA-2014-114636,2014-08-26,2014-08-30,Standard Class,GA-14725,152,18.82,Medium
CA-2014-114804,2014-10-18,2014-10-20,Second Class,BF-11020,3294,9.03,High
CA-2014-115070,2014-11-04,2014-04-15,Second Class,MG-18205,473,3.1,High
CA-2014-115105,2014-07-02,2014-12-02,Standard Class,BD-11770,1,20.62,Medium
CA-2014-115119,2014-10-27,2014-10-31,Standard Class,SC-20440,2410,9.65,Medium
CA-2014-115154,2014-09-01,2014-12-01,First Class,RS-19420,53,136.24,Medium
CA-2014-115175,2014-08-08,2014-08-13,Standard Class,MC-17575,1505,18.12,Medium
CA-2014-115322,2014-12-05,2014-05-17,Second Class,ZC-21910,1,2.78,Medium
CA-2014-115364,2014-06-27,2014-03-07,Standard Class,OT-18730,756,5.4,Medium
